experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
35,DS1_Saraga,miya malhar_103,miya malhar,101.4,Madhya,PROBLEMATIC,1811.27,59.7,30.0,0.305,3.512,0.345,8.34,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",77,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.183,DS1_Saraga_miya malhar_103_MusicGen-Style_Blues_Madhya_77.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
36,DS1_Saraga,miya malhar_103,miya malhar,101.4,Madhya,PROBLEMATIC,1811.27,59.7,30.0,0.305,3.512,0.345,8.34,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",78,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.775,DS1_Saraga_miya malhar_103_MusicGen-Style_Blues_Drut_78.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
37,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",79,3.0,30,"shree Madhya Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.803,DS1_Saraga_shree_64_Stable-Audio-Open_Rock_Vilambit_79.wav,2104.618,80.0,143.555,0.246,0.104,-0.123,0.7,0.769,21.235,0.245,1.214,-0.056,-0.154,0.569,0.996,2.975,0.974,105.015,0.0,0.0,,,,,,,completed,1761179999.594754,33.06632399559021,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
38,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",80,3.0,30,"shree Madhya Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.376,DS1_Saraga_shree_64_Stable-Audio-Open_Rock_Madhya_80.wav,2063.539,76.568,95.703,0.165,0.016,0.047,0.8,0.772,25.277,0.257,1.294,-0.383,-0.552,0.546,0.977,2.848,0.983,20.239,0.6,0.564,,,,,,,completed,1761180045.184094,32.72415828704834,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
39,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",81,3.0,30,"shree Madhya Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",2.064,DS1_Saraga_shree_64_Stable-Audio-Open_Rock_Drut_81.wav,2150.629,80.0,172.266,0.264,0.066,-0.01,0.5,0.582,28.956,0.5,1.648,-0.412,-0.503,0.444,1.018,2.975,0.984,4.287,1.0,0.85,,,,,,,completed,1761180090.017552,32.0593740940094,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
40,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",82,3.0,30,"shree Madhya Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.803,DS1_Saraga_shree_64_Stable-Audio-Open_Jazz_Vilambit_82.wav,1310.832,80.0,135.999,0.1,0.211,-0.0,1.0,0.769,10.176,0.258,0.873,-0.227,-0.154,0.513,0.621,2.975,0.987,94.225,0.0,0.0,,,,,,,completed,1761180133.871059,31.992631196975708,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
41,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",83,3.0,30,"shree Madhya Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.376,DS1_Saraga_shree_64_Stable-Audio-Open_Jazz_Madhya_83.wav,1988.595,61.359,80.75,0.058,-0.0,-0.014,1.0,0.75,7.391,0.256,0.971,-0.061,-0.133,0.541,0.941,2.282,0.975,32.702,0.4,0.376,,,,,,,completed,1761180178.158929,32.16578459739685,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
42,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",84,3.0,30,"shree Madhya Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",2.064,DS1_Saraga_shree_64_Stable-Audio-Open_Jazz_Drut_84.wav,1833.926,80.0,89.103,0.163,0.131,0.009,1.0,0.673,9.793,0.347,1.167,-0.228,-0.343,0.359,0.868,2.975,0.986,50.493,0.0,0.0,,,,,,,completed,1761180222.812087,32.62723112106323,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
43,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",85,3.0,30,"shree Madhya Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.803,DS1_Saraga_shree_64_Stable-Audio-Open_Funk_Vilambit_85.wav,1831.571,80.0,69.837,0.173,0.168,-0.002,0.9,0.772,26.679,0.256,1.174,-0.398,-0.545,0.53,0.867,2.975,0.987,0.263,1.0,1.0,,,,,,,completed,1761180268.088465,32.94882845878601,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
44,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",86,3.0,30,"shree Madhya Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.376,DS1_Saraga_shree_64_Stable-Audio-Open_Funk_Madhya_86.wav,2895.934,33.046,123.047,0.13,0.021,-0.024,0.7,0.75,31.386,0.293,1.663,-0.203,0.07,0.574,1.371,1.229,0.985,2.55,1.0,0.94,,,,,,,completed,1761180313.526654,32.674262046813965,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
45,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",87,3.0,30,"shree Madhya Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",2.064,DS1_Saraga_shree_64_Stable-Audio-Open_Funk_Drut_87.wav,2444.424,80.0,89.103,0.301,0.108,0.02,0.7,0.711,40.076,0.322,1.147,-0.157,-0.161,0.537,1.157,2.975,0.989,50.493,0.0,0.0,,,,,,,completed,1761180358.974652,32.56969976425171,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
46,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",88,3.0,30,"shree Madhya Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.803,DS1_Saraga_shree_64_Stable-Audio-Open_Blues_Vilambit_88.wav,1020.426,80.0,143.555,0.175,0.198,0.001,1.0,0.743,14.879,0.275,0.923,-0.093,-0.035,0.407,0.483,2.975,0.983,105.015,0.0,0.0,,,,,,,completed,1761180403.156152,32.099663734436035,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
47,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",89,3.0,30,"shree Madhya Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.376,DS1_Saraga_shree_64_Stable-Audio-Open_Blues_Madhya_89.wav,1063.122,18.729,123.047,0.17,-0.17,0.008,1.0,0.664,25.545,0.384,0.847,-0.237,-0.301,0.449,0.503,0.697,0.978,2.55,1.0,0.94,,,,,,,completed,1761180447.500505,32.233641147613525,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
48,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",90,3.0,30,"shree Madhya Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",2.064,DS1_Saraga_shree_64_Stable-Audio-Open_Blues_Drut_90.wav,1709.91,80.0,89.103,0.197,0.306,-0.001,0.8,0.677,32.024,0.357,0.955,-0.41,-0.608,0.515,0.81,2.975,0.986,50.493,0.0,0.0,,,,,,,completed,1761180491.515494,31.926284313201904,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
49,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",91,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.803,DS1_Saraga_shree_64_MusicGen-Melody_Rock_Vilambit_91.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
50,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",92,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.376,DS1_Saraga_shree_64_MusicGen-Melody_Rock_Madhya_92.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
51,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",93,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",2.064,DS1_Saraga_shree_64_MusicGen-Melody_Rock_Drut_93.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
52,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",94,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.803,DS1_Saraga_shree_64_MusicGen-Melody_Jazz_Vilambit_94.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
53,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",95,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.376,DS1_Saraga_shree_64_MusicGen-Melody_Jazz_Madhya_95.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
54,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",96,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",2.064,DS1_Saraga_shree_64_MusicGen-Melody_Jazz_Drut_96.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
55,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",97,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.803,DS1_Saraga_shree_64_MusicGen-Melody_Funk_Vilambit_97.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
56,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",98,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.376,DS1_Saraga_shree_64_MusicGen-Melody_Funk_Madhya_98.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
57,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",99,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",2.064,DS1_Saraga_shree_64_MusicGen-Melody_Funk_Drut_99.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
58,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",100,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.803,DS1_Saraga_shree_64_MusicGen-Melody_Blues_Vilambit_100.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
59,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",101,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.376,DS1_Saraga_shree_64_MusicGen-Melody_Blues_Madhya_101.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
60,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",102,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",2.064,DS1_Saraga_shree_64_MusicGen-Melody_Blues_Drut_102.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
61,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",103,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.803,DS1_Saraga_shree_64_MusicGen-Style_Rock_Vilambit_103.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
62,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",104,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.376,DS1_Saraga_shree_64_MusicGen-Style_Rock_Madhya_104.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
63,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",105,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",2.064,DS1_Saraga_shree_64_MusicGen-Style_Rock_Drut_105.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
64,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",106,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.803,DS1_Saraga_shree_64_MusicGen-Style_Jazz_Vilambit_106.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
65,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",107,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.376,DS1_Saraga_shree_64_MusicGen-Style_Jazz_Madhya_107.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
66,DS1_Saraga,shree_64,shree,87.2,Madhya,PROBLEMATIC,2370.94,59.7,30.0,0.405,3.387,0.398,7.14,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",108,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",2.064,DS1_Saraga_shree_64_MusicGen-Style_Jazz_Drut_108.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
